race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
11.07,7.34,13.34,1.93,49.6,15.24,36.33,4.7,52.98,268.58
11.31,6.8,14.7,1.85,49.62,14.72,44.92,4.4,53.2,266.6
11.21,6.91,14.47,1.92,49.84,14.84,40.24,4.8,50.42,276.14
11.51,7.29,14.07,1.97,51.88,15.14,41.86,4.9,57.68,291.08
11.33,7.1,13.86,2,48.84,15.31,44.02,3.8,58.12,269.07
11.15,7.06,13.66,2,50.77,15.49,39.76,4.9,53.63,280.33
11.26,6.69,13.74,1.92,47.14,14.56,43.8,4.4,51.13,280.64
11.28,7.15,13.87,1.94,50.2,15.08,40.87,4.7,54.66,281.72
10.69,6.26,13.58,1.97,50.26,15.62,43.7,5.3,62.13,321.46
10.84,7.35,13.17,2.03,52.47,14.67,41.81,4.2,56.13,287.08
11.08,6.94,13.4,1.91,48.87,15.89,37.59,5,54.38,271.51
10.91,7.25,12.78,2.02,50.6,15.09,40.99,4.41,53.28,282.17
10.83,7.35,13.86,1.93,51.05,14.64,35.73,4.61,53.62,285.65
11.01,7.17,13.15,1.86,50.16,14.78,42.14,4.6,48.54,267.67
10.86,7.07,14.81,1.94,51.16,14.96,46.07,4.7,53.05,317
11.13,7.14,13.22,1.91,49.89,15.24,41.74,4.8,55.03,287.12
10.84,6.9,13.85,1.91,50.01,15.77,45.73,4.4,56.17,281.87
11.24,6.92,13.7,1.96,51.51,15.2,37.37,4.65,66.25,282.68
11.02,6.86,14.5,1.92,49.62,15.14,46.45,4.6,49.11,293.1
11.2,7.19,14.9,1.8,51.32,14.95,41.93,4.8,57.22,292.24
11.01,6.71,13.22,1.97,49.35,14.56,37.2,4.6,53.69,277.18
11.28,7.04,12.55,1.93,48.74,15.42,39.73,4.65,51.82,263.59
10.86,7.33,14.28,1.88,49.32,14.87,34.26,4.5,57.72,294.94
11.22,7.14,12.13,2.03,50.52,14.8,37.51,5,51.72,288.69
10.76,7.36,14.01,2,49.92,15.49,38.44,4.7,51.8,310.75
11.37,6.89,13.79,2.02,50.84,14.9,43.11,5.2,50.36,314.1
10.89,6.59,12.79,1.97,48.62,15.24,39.99,4.6,45.95,261.58
10.87,7.29,10.83,1.93,49.8,14.65,37.28,4.81,43.65,263.28
11.35,7.13,14.09,1.86,52.48,14.99,42.71,4.5,64.13,288.6
11.08,7.05,13.48,1.94,50.28,14.6,41.13,4.5,54.59,296.21
11.26,7.01,14.12,1.83,49.87,15.16,43.07,4.35,55.95,273.56
11.6,6.58,13.85,2,51.23,15.2,42.68,4.5,60.15,272.53
11.21,7.25,14.94,1.9,49.93,14.68,44.03,4,50.73,288.09
10.87,7.27,12.76,1.94,49.77,15.84,42.46,4.5,56.65,297.42
10.82,7.07,12.5,2.02,49.86,14.65,40.71,4.35,49.12,291.54
11.38,6.65,15.13,1.84,50.37,16.34,43.4,4.85,54.93,269.09
11.13,7.18,13.17,1.98,50.81,15.04,38.36,4.15,57.03,274.73
11.02,7.21,11.76,1.99,51.82,14.79,36.46,4.61,50.65,266.1
11.43,6.99,12.41,1.95,50.05,14.89,39.16,4.5,56.33,271.62
10.83,7.18,12.85,2.02,50.55,15.37,37.54,4.4,57.06,293.92
10.98,7.17,14.28,1.93,51.11,15.61,41.85,4.4,60.83,304.59
11.42,7.06,14.43,1.97,52.2,15.43,40.89,4.9,52.83,289.24
10.81,7.17,12.63,2.09,50.19,15.05,35.22,4.5,51.41,296.1
11.17,7.17,12.4,2.05,49.07,15.62,39.47,4.5,47.13,276.86
11.25,7.37,13.14,1.9,52.18,14.65,38.61,4.55,69.01,318.73
11.22,7.32,13.14,2,52.17,15.39,42.89,4.3,60.76,298.01
11.13,7.44,14.11,1.97,52.74,14.66,37.37,4.6,49.79,291.3
11.7,6.89,13.54,2.02,51.64,15.47,42.37,4.45,53.27,263.51
11.48,6.72,13.1,2.05,50.11,14.81,37.42,4.4,50.58,263.72
11.34,7.2,14.52,1.93,52.47,15.19,41.82,4.6,56.24,297.53
11.56,7.12,14.43,1.8,51.06,15.29,45.17,4.4,56.22,277.61
11.46,7.09,13.3,1.97,50.9,14.82,43.98,4.5,55.49,303.78
11.09,6.94,14.64,1.88,51.01,14.96,42.84,4.1,53.3,279.41
10.94,6.9,12.01,2.03,49.84,14.66,35.03,4.45,52.06,281.56
11.36,6.63,13.66,1.95,51.2,15.05,40.55,4.45,53.82,266.73
11.04,7.33,11.15,2.04,48.2,15.01,38.31,4.05,45.31,271.23
11.21,7.33,13.58,1.87,51.9,15.47,43.51,4.6,55.13,294.09
11.62,6.76,14.54,1.93,52.7,15.29,46.56,4.4,61.87,291.64
11.08,6.72,13.97,2.01,50.04,14.74,39.56,4.3,49.55,288.95
11.46,7.21,12,1.91,48.25,15.61,37.34,4.6,49.41,265.35
10.78,7.18,12.27,2,48.79,14.73,35.67,4.1,47.65,284.6
11.53,6.86,11.15,1.88,50.32,15.44,39.92,5,52.5,261.94
10.86,6.74,12.15,1.88,49.98,15.12,43.81,4.7,47.98,286.19
11.28,6.84,13.57,1.86,51.21,15.11,42.19,4.7,51.51,280.22
10.74,6.71,13.05,1.87,51.07,15.2,40.73,4.75,61.45,314.47
10.95,7.2,11.69,1.87,50.94,15.6,36.8,5,58.81,297.34
10.78,7.15,13.15,1.9,52.41,14.95,39.26,4.31,67.36,320.92
11.14,7.51,12.93,1.95,50.71,14.89,42.76,4.3,51.6,311.8
11.67,7.17,11.45,2.01,51.16,15.42,37.06,4.6,52.89,259.25
11.16,7.2,13.99,1.87,49.41,16.22,40.29,4.4,53.26,283.47
11.53,6.88,14,1.93,51.12,14.45,38.89,4.5,50.92,282.46
10.93,6.65,13.85,1.88,51.01,14.51,42.04,4.41,55.38,304.26
11.52,6.58,14.05,2,52.85,15.02,45.4,4.5,53.62,287.2
11.18,6.58,12.23,1.94,50.39,14.89,36.7,4.8,54.62,281.5
11.37,6.42,14.2,1.8,50.42,14.99,43.99,4.6,53.24,278.03
10.94,7.4,13.31,1.86,50.38,15.59,37.06,4.4,55.51,292.56
11.19,7.05,13.81,2.03,52.84,14.93,42.07,4.37,60.37,325.12
11.23,7.39,13.48,1.91,51.35,15.35,35.32,4.5,55.33,288.01
11.08,7.03,13.24,1.96,52.41,14.84,43.62,4.15,57.27,302.92
11.22,6.9,12.7,2.01,50.47,15.17,36.72,4.8,42.72,275.4
11.37,7.25,13.45,2.06,53.02,14.66,39.72,4.4,43.8,283.61
11.3,6.93,13.55,1.86,51.6,14.72,36.52,4.7,53.35,281.02
11.17,7.14,13.47,1.96,52.3,14.74,39.56,4.61,46.36,292.37
11.36,7.17,13.42,2,51.12,14.81,40.39,4.6,43.95,295.98
11.15,6.87,12.52,2.04,52.69,14.8,41.83,4.3,56.23,297.97
11.34,6.8,13,2.03,49.81,15.1,36.13,4.4,44.99,266.63
11.38,6.79,13.62,1.89,50.82,15.58,43.6,5,54.06,310.44
11.45,6.76,13.61,2.05,50.8,15.52,40.9,4.25,49.9,275.59
11.38,6.95,14.65,1.92,51.4,15.36,43.43,4.3,56.18,301.7
11.42,6.56,12.88,1.86,49.77,14.85,38,4.5,53.36,266.04
11.33,6.79,12.62,1.93,50.19,15.75,39.08,4.6,63.64,298.41
11.63,6.83,13.59,1.97,51.35,15.83,41.35,4.6,54.04,278.77
11.08,6.39,13.67,1.89,49.88,14.75,39.44,4.6,44.9,274.67
11.34,6.59,12.44,1.83,50.41,15.26,38.65,4.4,62.87,270.11
10.89,7.04,11.38,1.93,47.84,16.12,34.04,4.25,49.08,257.09
11.45,6.47,13.26,1.99,50.66,15.67,40.99,4.45,56.66,279.02
11.19,6.94,12.02,1.98,49.75,15.13,39.06,4.4,52.16,290.25
11.52,7.02,13.07,1.98,49.8,15.76,37.2,4,58.42,271.95
10.94,7.02,12.08,1.79,49.08,14.89,36.86,4.5,48.52,276.33
11.21,7.18,13.12,1.86,50.84,16.09,43.02,4.4,49.58,275.7
10.99,6.98,12.62,1.85,49.37,14.84,35.08,4.8,56.3,315.5
11.5,6.96,11.9,1.95,50.74,15.65,33.01,4.85,51.76,262.5
11.33,6.41,14.34,2.06,49.31,15.58,40.5,4.25,43.4,275.73
11.11,6.76,12.75,2.02,51.63,15.04,38.34,4.3,57.39,296.6
11.27,7.34,14.18,1.83,52.84,15.19,50.4,3.4,57.87,290.37
11.6,6.71,13.53,1.91,52.28,15.17,39.02,4.6,54.82,273.47
10.85,6.94,11.52,1.99,49.49,15.44,37.69,3.95,47.71,266.08
11.28,7.21,12.45,2.06,50.32,15.82,35.25,4.2,51.3,279.16
11.27,7.08,12.34,2.04,50.35,15.37,38.74,4.2,45.92,277.11
11.37,6.92,12.95,1.88,51.87,15.31,37.77,4.7,55.6,284.52
11.13,7.3,12.92,1.81,49.34,15.36,39.91,4,56.86,293.23
11.15,6.98,13.52,1.88,52.75,15.04,38.92,4.1,53.7,271.64
10.98,7.37,12.8,1.99,50.06,15.97,33.07,3.9,56.4,282.05
11.32,6.45,12.67,1.87,50.86,15.02,40.14,4.9,54.95,295.81
11.43,6.9,13.87,2.08,53.91,15.21,41.88,4.35,54.43,305.05
11.16,7.04,12.01,1.93,52.36,15.38,38.32,4.51,54.38,282.17
11.25,6.88,14.15,1.92,50.17,16,40.9,4.3,49.12,283.04
11.31,7.12,12.38,1.94,50.52,14.64,41.48,4.6,40.17,294.66
11.19,7.03,11.67,1.98,48.77,14.74,34.04,4.2,48.59,281.75
11.45,7.18,11.97,2.03,51.48,15.55,36.46,4.7,53.23,296.46
11.47,6.78,13.16,1.91,51.53,14.63,35.24,4.9,52.69,296.78
11.21,6.84,13.86,1.92,51.98,15.31,45.1,4.4,51.98,307.46
11.14,6.73,13.37,2.04,49.82,16.02,40.94,3.75,52.62,278.63
10.96,7.27,12.37,1.83,50.08,15.03,33.48,4.4,52.22,287.31
11.34,6.56,12.15,1.86,48.6,15.11,37.42,4.2,57.84,275.84
11.46,6.85,12.66,1.96,50.54,15.21,38.46,4.3,56.15,289.68
11.48,6.83,12.22,1.92,49.9,15.16,35.33,4.6,47.89,268.58
11.3,6.96,11.33,1.84,48.38,15.22,39.46,4.4,51.46,282.5
11.54,7.09,13.5,1.95,50.42,15.73,38.04,4.3,58.7,299.76
11.39,6.88,13.25,1.88,51.4,15.2,41.39,4.5,51.86,293.69
10.98,7.4,12.89,1.92,48.92,15.86,39.4,3.4,51.04,279.01
10.86,6.96,11.84,1.83,51.22,14.6,34.08,4.4,56.87,291.4
11.12,7.3,14.05,1.92,51.19,14.47,41.53,4,46.33,315.32
11.58,6.71,11.56,1.92,50.49,15.2,39.6,4.15,58.52,271.52
11.41,6.84,12.29,1.97,52.79,15.83,36.85,4.5,59.73,278.71
11,6.8,10.85,1.98,48.53,14.9,31.88,3.75,53.37,263.98
11.88,6.95,12.71,1.99,52.48,14.29,38.76,4.6,48.57,290.97
11.81,6.99,13.31,1.84,49.49,15.87,38.94,4.15,54.86,265.36
11.21,6.83,11.1,2.09,50.65,14.99,37.77,4.4,46.25,290.05
11.35,6.51,12.62,1.93,50.69,15.31,38.47,4.5,48.69,271.29
11.31,6.96,11.73,1.92,49.66,15.51,34.09,4.4,48.02,263.57
11.38,7.1,13.13,1.85,51.38,14.74,39.06,4.2,56.01,299.49
11.26,6.78,14.49,1.77,51.92,15.58,45.07,4.4,57.44,307.2
11.11,6.91,12.7,1.85,52.79,14.56,41.76,4.6,50.57,306.39
11.44,6.55,12.68,1.94,51.29,14.37,38.48,4.2,55.12,289.86
11.69,6.45,16.49,1.9,52.8,14.98,38.41,4.2,61.61,303.81
11.58,6.74,10.98,1.97,49.99,15.03,37.83,4.5,44.48,266.29
11.25,6.67,13.18,1.88,50.3,15.86,42.49,4.2,50.36,280.43
11.5,6.75,13.15,1.87,52.23,15.02,39.86,4.4,59.73,300
11.1,6.04,13.75,1.87,49.35,15.07,38.46,4.1,49.78,271.38
10.91,6.99,11.27,2.03,51.84,15.12,37.15,4.1,52.73,296
11.43,7.03,11.87,1.95,52.09,16.05,38.13,4.65,48.78,274.52
11.56,7.02,12.53,1.93,52.4,14.99,37.1,4.5,45.98,274.63
11.44,6.78,14.5,1.85,52.42,16.08,42.35,4.5,53.36,291.94
11.19,6.86,12.45,1.95,51.43,15.34,34.87,4.8,48.5,297.4
11.52,6.91,15.14,2.01,54.09,16.1,41.74,4.38,53.3,305.27
11.54,6.43,13.34,1.86,50.64,15.63,36.61,4.5,53.3,268.47
11.27,7.19,13.15,1.87,54.22,16.21,39.9,5,51.19,300.32
11.38,7.01,11.96,2.01,50.38,14.92,34.05,4.2,50.94,291.29
11.49,6.77,12.21,1.91,49.88,15.5,38.91,4.3,46.59,269.56
11.45,7.24,12.49,1.99,51.5,15.21,37.67,4,52.8,293.83
11.06,7.31,12.59,1.92,49.25,15.11,30.93,3.85,48.1,280.41
11.38,6.89,13.42,2.04,49.98,16.11,38.72,3.75,51.34,283.55
11.13,6.93,11.31,2.04,52.15,14.51,33.49,4.7,41.89,293
11.32,7.12,11.56,1.96,51.53,14.98,33.89,4.4,46.88,279.06
11.57,6.35,12.65,1.85,51.18,16.46,40.29,4.7,60.25,280.33
10.98,7.15,10.77,1.75,50.3,14.88,34.71,4.4,49.98,277.7
11.1,6.58,12.68,1.87,51.7,14.74,32.09,4.41,51.16,275.33
11.09,7.03,10.99,1.93,49.2,16.13,33.45,4.3,51.54,277.25
11.76,6.76,13.1,1.93,53.34,15.51,46.5,4.4,58.57,312.46
11.39,6.74,12.27,1.9,51.22,14.9,35.9,4,52.94,270.78
11.15,7.04,12.04,1.83,49.58,16.39,34.56,4.7,42.91,267.05
11.66,6.7,13.61,1.95,51.25,15.36,37.9,4,59.28,293.16
11.51,7.04,12.81,1.81,50.3,15.53,35.55,4.2,56.16,281.15
11.32,6.79,12.5,1.84,49.21,15.44,37,4,49.92,270.08
11.23,6.91,12.36,1.85,50.52,15.69,39.16,4.2,55.22,292.52
11.83,7.05,14.56,1.91,53.46,15.52,41.84,4.43,49.03,295.45
11.34,6.96,13.61,1.85,52.55,15.13,38.38,4.4,49.61,292.41
11.33,6.71,14.11,1.94,52.61,14.89,38.43,4,56.39,304.45
11.55,6.98,13.9,1.95,51.85,15.41,39.3,4.06,50.08,291.21
11.37,6.82,12.86,1.91,50.41,15.06,39.91,4.07,42.44,277.8
11.56,6.81,13.08,1.91,51.95,15.47,38,4.1,56.97,283.76
12.04,6.6,12.06,1.99,51.06,15.21,38.21,4.4,50.16,271.71
11.81,6.9,12.91,1.95,52.25,15.11,36.49,4.2,60.43,296.79
11.55,6.44,12.91,1.9,50.63,15.18,37.4,4.1,53.04,272.23
11.08,7.03,11.47,1.97,51.06,15.33,33.51,4.4,50.21,294.85
11.15,6.57,10.96,1.95,49.54,15.63,31.21,4.3,51.1,263.2
11.66,6.18,13.97,1.94,52.53,15.58,40.64,4,67.02,294.46
10.69,6.75,10.7,1.8,49.49,15.24,35.02,4.7,49.36,297.83
11.32,7.19,10.06,2,49.17,15.55,31.36,4.2,51.12,279.1
11.19,6.71,12.7,1.93,50.8,15.14,37.51,3.7,55.74,285.72
11.36,6.94,11.87,2.08,52.13,16.05,35.8,4,62.04,299.46
11.55,6.78,13.87,1.85,51.06,16.02,40.71,4.4,53.7,295.34
11.26,7.14,12.89,1.91,49.86,15.77,41.37,4.2,48.98,315.09
11.45,6.61,11.06,2.01,50.85,15.58,40.32,4.1,50.38,274.51
11.52,7.23,12.05,1.98,50.44,15.98,37.98,3.6,57.68,284.52
11.13,6.83,13.63,1.92,51.43,15.19,37.2,4.2,49.9,303.83
11.28,6.69,13,1.92,50.29,14.73,34.69,4.4,43.78,290.34
11.38,6.79,13.16,1.86,49.94,15.55,36.01,4.1,56.78,292.44
11.4,6.56,12.76,1.75,52.17,15.09,39.52,4.65,51.01,280.57
11.45,6.38,13.87,1.83,50.23,15.63,43.45,4.1,52.17,287.56
11.71,6.85,11.44,1.91,51.34,15.47,37.14,4.1,55.84,267.6
11.41,6.55,12.38,1.95,50.06,17.71,43.23,4.3,49.5,266.31
11.48,6.75,12.76,1.86,50.74,15.88,38.89,4.3,52.75,282.14
11.25,6.52,14.81,1.91,52.68,15.47,44.92,3.9,59.35,324.66
11.36,6.94,11.89,1.9,51.83,15.59,39.14,4.2,51.39,281.6
11.27,6.78,11.95,1.99,51.15,15.47,36.22,4,52.53,283.76
11.64,6.84,13.5,1.91,52.85,15.48,37.46,4.52,54.29,297.78
11.05,6.78,11.28,1.83,50.05,15.59,34.14,4.3,51.4,272.9
11.47,6.21,14.39,1.86,50.87,16.25,40.65,4,56.21,274.05
10.88,6.92,13.47,1.91,48.68,15.4,37.14,3.45,44.91,288.97
11.35,7.03,13.47,1.77,51.94,15.42,39.69,4.15,50.43,284.48
11.69,6.71,10.51,1.9,51.3,14.85,30.92,4.9,46.77,265.74
10.87,6.97,10.46,2.03,49.51,15.69,29.08,4.3,41.21,271.29
11.06,7.21,11.99,1.89,50.65,15.12,37.13,4,42.68,286.04
11.62,6.87,10.3,1.96,51.43,15.29,32.01,4.9,51.91,286.57
11.49,6.69,12.33,1.9,51.08,16.24,36.36,4.6,53.33,283.22
11.35,6.3,11.51,1.85,50.84,15.98,34.45,4.13,61.31,258.89
11.38,6.6,11.78,1.93,50.72,14.98,34.93,4.7,48.2,298.53
11.48,6.82,11.98,2,51.81,15.57,33.41,4.5,49.32,284.42
11.12,6.85,12.92,1.95,49.83,16.38,35.24,4.1,47.85,283.33
11.34,6.98,11.95,1.83,49.22,15.64,39.04,4,49.44,284.04
11.57,6.92,11.59,1.94,51.3,14.59,34,4,54.25,286.69
11.49,6.89,11.18,1.93,52.55,14.86,34.69,4.45,51.26,284.32
11.28,6.86,10.82,1.99,52.24,15.25,39.21,4.1,46.23,277.91
11.7,6.42,12.52,1.86,53.86,15.19,39.45,4.65,53.25,278.6
11.15,6.71,12.74,1.91,50.89,14.71,39.63,3.87,41.52,285.25
11.71,6.79,13.72,1.96,51.64,15.86,40.19,3.8,52.54,283.63
10.92,7.46,12.51,1.82,51.32,15.74,36.61,4.23,43.47,296.24
11.5,6.87,12.14,1.75,50.86,15.13,32.44,3.8,61.91,266.88
11.63,6.61,16.04,1.77,52.81,14.97,40.75,3.82,59.38,305.68
11.35,6.86,12.07,1.89,49.78,15.25,35.06,4.2,45.12,281.99
10.84,6.93,11.8,1.75,49.76,15.02,39.9,4.43,41.65,305.98
10.88,6.7,13.16,1.91,48.81,14.12,37.43,3.57,50.2,335.71
11.47,6.59,12.17,1.79,52.52,15.22,38.11,4.35,63.2,298.3
11.6,6.77,13.17,1.83,49.84,16.37,38.45,4.04,51.72,273.18
11.09,6.14,11.47,1.96,49.95,16.34,39.37,4.23,50.4,277.72
11.45,6.64,12.11,1.87,51.57,16.02,35.47,4.2,56.12,270.35
11.65,7.4,11.38,1.89,53.21,15.52,37.95,4.2,54.5,290.52
11.64,6.23,13.68,1.93,51.01,15.72,41.48,4.5,47.48,296.04
11.23,6.89,11.88,1.84,51.12,14.72,38.51,3.85,52.46,295.04
11.55,6.63,13.57,1.94,53.58,15.69,40.65,3.9,55.32,286.33
11.09,6.9,12.06,1.92,51.22,15.22,35.31,3.5,51.33,276.73
11.11,7,12.46,1.9,50.66,14.99,39.26,3.7,44.55,294.93
11.43,6.44,13.74,1.83,51.38,15.14,41.98,4.2,49.79,301.46
11.57,6.96,12.17,1.82,50.16,14.87,30.62,4.2,44.72,265.65
11.28,6.41,13.48,1.89,51.48,15.15,39.93,4.2,41.38,284.35
11.47,6.94,13.57,1.94,52.54,15.12,38.8,3.83,50.37,300.44
11.32,6.09,12.41,1.76,49.21,16.39,33.64,4.3,57.83,262
11.06,6.56,13.47,1.89,50.52,15.14,42.6,4.2,37.82,307.41
11.59,6.23,13.13,1.86,52.39,15.92,40.56,4.05,61.83,283.94
11.01,7.14,11.92,1.78,51.25,14.96,34.44,3.85,49.77,283.35
11.39,6.85,10.65,1.89,50.62,15.95,34.8,4.75,42.97,275.48
11.21,6.73,12.35,1.74,51.28,15.18,36.09,4,50.19,270.37
11.44,7.22,13.32,1.9,54.49,15.67,37.44,4.4,54.28,316.06
11.23,6.55,12.83,1.83,51.95,15.63,34.35,4.6,50.21,289.88
11.26,6.96,10.9,1.93,49.64,15.28,29.67,4,49.13,277.67
11.7,6.7,12.7,1.89,51.88,16.36,37.78,4.75,48.76,289.02
11.51,6.3,12.3,1.98,49.69,15.66,38.5,3.8,49.85,279.53
11.68,7.14,12.91,1.85,50.82,16.08,36.87,3.8,55.75,285.49
11.5,6.95,11.16,1.89,51.17,15.63,32.41,4.6,45.8,277.63
11.42,6.68,13.2,1.83,51.52,15.7,36.3,4.3,52.55,292.51
11.33,6.77,12.23,1.95,52.12,14.93,40.79,4.1,54.2,331.02
11.21,6.89,10.28,2.04,48.29,15.2,30.78,3.75,43.95,280.12
11.66,6.75,13.39,1.84,53.25,14.72,37.32,4.2,50.29,290.56
11.34,6.93,12.11,1.95,51.2,16.62,34.3,4,53.2,278.5
11.23,6.89,12.06,1.89,49.92,14.98,37.08,3.5,49.34,289.84
10.96,6.79,12.71,2.04,51.8,16.21,31.61,3.85,55.07,300.76
11.53,6.2,11.32,1.88,49.9,15.4,40.89,4.1,53.2,287.14
11.27,6.67,10.03,1.96,48.44,14.95,30.47,4.3,40.31,276.97
11.65,6.76,12.95,1.86,51.52,16.12,37.13,4,49.05,265.88
11.17,6.73,12.97,1.91,51.94,15.03,35.01,4,49.84,301.08
11.41,6.2,10.99,1.81,49.03,15.82,39.2,4,52.7,266.79
11.58,6.87,12.6,1.96,51.97,15.78,39.64,4,43.93,281.97
11.41,6.51,12.33,1.77,52.72,15.96,37.7,4.7,52.9,284.33
11.52,7.35,11.28,2.04,51.28,15.68,34.21,3.7,50.2,292.76
11.04,6.62,10.86,1.75,50.63,15.42,38.3,4.2,55.54,294.25
10.98,6.86,14.56,1.8,52.55,14.53,50.54,2.85,55.14,343.05
11.65,6.91,11.93,1.99,52.86,15.42,35.47,4.3,50.45,295.95
11.61,6.56,12.65,2,51.87,15.71,35.96,4.4,42.6,281.94
11.07,6.9,12.54,1.74,50.43,15.31,42.72,3.74,48.64,300.8
11.25,6.77,13.24,1.85,52.37,15.23,34.86,4,58.54,310
11.54,6.92,11.9,2.04,51.33,15.69,36.84,4.15,43.22,294.29
11.51,6.77,12.74,1.84,52.06,16.52,38.9,4.35,49.16,278.58
12.13,6.12,13.39,1.9,52.99,16.29,44.7,4.3,52.29,272.71
11.48,6.61,12.84,1.71,53.26,15.64,37.13,4.3,59.78,283.46
11.47,6.73,12.93,1.94,52.61,15.29,35.61,4.2,46.04,290.07
11.67,6.56,12.23,1.91,52.41,15.22,37.28,4.2,54.87,295.4
11.51,6.16,12.06,1.8,51.75,15.2,39.26,4.1,50.06,265.14
11.19,6.77,12.28,1.82,50.46,15.62,30.07,3.8,54.42,272.19
11.09,6.56,10.43,1.99,51,15.16,32.92,4.4,45.77,296.28
11.25,6.7,11.02,1.94,51.69,16.4,38.91,4.5,45.26,288.97
11.46,6.96,11.36,1.88,49.69,14.99,32.34,4,40.04,271.28
11.31,6.74,12.56,1.7,50.46,15.62,31.76,4.3,52.96,280.07
11.5,6.2,12.93,1.85,51.03,15.9,36.76,4,51.9,269.09
11.53,6.63,13.51,1.88,51.3,16.51,36.3,4.35,47.2,283.66
11.6,6.7,12.09,1.95,51.04,15.19,35.42,3.8,43.46,270.92
11.39,6.72,12.08,1.83,50.13,14.63,39.2,4.15,33.17,283.23
10.94,6.86,12.72,1.88,51.66,15.42,33.93,4.05,45.62,299.11
11.37,6.42,11.27,1.72,49.66,15.38,34.56,4.3,49.27,269.05
11.45,6.51,11.97,1.92,50.59,15.42,35.27,4.2,48.02,290.9
10.43,7.54,16.25,2,47.78,14.43,53.68,4.9,72,303.77
11.06,7.85,15.36,2.06,49.17,14.5,47.77,4.8,66.57,273.74
10.52,7.58,15.51,1.99,48.6,14.04,50.81,4.95,60.71,292.18
10.9,7.15,15.96,2.15,49.46,14.63,47.9,4.9,62.79,271.89
10.91,7.64,16.03,2.09,50.16,14.14,48.44,5.1,58.23,295.9
11.04,7.2,14.24,2.03,49.42,14.78,46.13,5.3,61.74,268.93
10.87,7.4,13.41,2.03,48.72,14.63,48.57,4.7,64.53,272.02
10.71,7.22,15.8,1.98,48.54,14.17,50.62,4.3,56.76,276
11.18,7.29,15.38,2.07,50.67,14.86,49.1,4.7,63.97,278.33
11.32,7.26,14.54,2,49.24,14.44,43.95,4.9,65.84,271.52
11.11,7.3,13.88,2.13,50.62,14.87,48.65,4.8,65.6,290.25
10.96,7.39,13.8,2.03,49.25,15.01,41.89,5,61.82,274.69
11.53,6.69,14.83,1.94,48.91,14.86,50.54,5.1,58.57,258.77
11.22,7.25,15.92,1.95,50.24,14.56,42.75,4.7,69.11,278.12
10.89,6.73,15.61,2.06,49.6,15.34,53.49,4.4,59.6,273.68
10.73,8.03,15.19,1.93,49.74,14.75,37.46,4.45,62.95,277.31
11.26,7.14,15.98,2.01,50.32,14.92,40.94,4.8,63.75,268.99
10.91,7.28,14.3,1.89,50.31,15.03,42.55,5.2,59.7,270.19
10.67,7.43,12.85,1.94,47.04,14.56,41.17,4.8,52.83,271.24
11.05,6.97,15.79,2.07,49.65,13.93,42.8,4.6,57.75,292.56
10.96,7.48,14.16,1.95,47.68,14.73,40.99,4.8,53.06,274.01
11.17,7.05,14.97,2,49.05,15.21,44.22,5.2,54.05,279.92
11.09,7.44,14.48,1.97,50.28,14.7,46.15,4.8,54.71,277.96
10.61,7.19,14.16,1.89,47.77,14.81,37.37,4.8,56.31,267.02
11.05,7.53,15.36,1.94,51.81,15.12,45.71,4.7,63.7,292.36
11.31,7.18,13.03,1.99,49.07,14.57,40.66,4.75,56.61,257.27
10.89,7.52,12.62,2.12,49.09,14.4,39.85,4.45,54.8,283.34
10.86,7.01,13.14,1.85,48.33,14.09,48.33,4.8,56.28,292.46
10.89,7.13,13.5,2.12,49.94,14.55,47.44,4.3,54.15,285.97
11.23,7.33,14.9,1.89,49.26,14.68,48.48,4.5,63.03,303.25
11.39,7.18,13.43,2,49.4,14.63,38.06,4.7,62.15,266.84
11.32,6.9,16.11,2,49.94,14.94,42.12,4.6,65.37,291.57
10.96,7.61,14.03,1.94,48.46,14.55,41,4.6,52.12,286.77
11.06,7.57,12.96,2.15,49.43,14.59,33.5,4.2,58.26,266.89
11.01,7.21,13.84,1.93,49.09,14.43,44.14,4.35,55.8,271.69
11.26,7.5,12.86,2.08,49.06,14.78,40.43,4.5,50.18,262.12
11.25,6.89,14.16,1.96,50.5,15.26,41.2,4.8,68.57,278.85
10.93,7.1,14.2,2.04,50.41,14.42,42.65,4.76,52.9,292.88
11.27,7.52,14.37,2.03,51.28,14.89,42.07,5,51.47,289.12
11.36,6.97,13.49,2.04,49.22,15.06,40.95,4.75,59.08,274
11.19,7.25,12.68,1.96,48.51,15.25,37.6,4.8,53.5,253.78
10.93,7.25,14.18,1.91,50.59,15.03,44.14,4.7,64.58,301.7
11.02,7.63,13.53,1.98,50.45,14.45,43.97,4.5,47.95,279.35
10.93,7.08,14.13,2.05,48.92,14.82,44.46,4.35,50.21,281.39
11.01,7.19,13.95,1.94,49.21,15.41,42,4.7,52.63,266.33
11.29,7.27,14.46,1.86,51.25,14.76,45.96,4.65,58.93,278.35
11.71,6.99,14.87,2.05,51.83,15.78,46.04,4.8,60.8,274.53
10.96,6.92,13.72,1.82,49.01,14.35,45.51,4.2,57.61,265.3
11.22,7.16,13.13,2.01,50.59,14.93,39.23,4.6,56.24,260.76
11.1,7.4,14,2,49.94,14.39,40.9,4.5,55.57,296.29
11.1,7.31,12.95,1.96,48.87,14.66,40.52,4.5,56.57,280.82
